UserID,Month,Income,Food,Travel,Shopping,Bills,Entertainment,Healthcare,Education,Others,PreviousExpense,NextMonthExpense
3,6,69240,9946,4418,4024,9771,3263,1106,2260,1022,30109,35810
3,7,69240,7155,2493,1326,7931,1860,1522,3231,921,35810,26439
3,8,69240,8883,3293,4329,10084,1633,1469,1165,1225,26439,32081
3,9,69240,11806,1101,2469,11033,2360,2186,3785,1516,32081,36256
3,10,69240,8401,4225,6744,5885,2566,658,2427,1411,36256,32317
3,11,69240,8029,4761,4770,7864,2250,1432,1413,596,32317,31115
3,12,69240,10580,2632,3689,7282,1284,1643,1938,2586,31115,31634
3,13,69240,9137,4455,5392,7712,1113,972,1569,1231,31634,31581
3,14,69240,10140,2087,1313,5888,3443,2279,1915,1784,31581,28849
3,15,69240,9341,3094,1947,8155,3361,1278,1543,681,28849,29400
3,16,69240,10850,1006,5259,11606,3205,1307,1991,2266,29400,37490
3,17,69240,7311,3720,3704,10104,2285,1010,3448,1730,37490,33312
3,18,69240,9733,3731,4345,7672,2648,1711,2770,1021,33312,33631
3,19,69240,7986,3723,4105,10548,1712,2831,1732,2163,33631,34800
3,20,69240,9959,1001,3489,7350,1860,2260,3718,2875,34800,32512
3,21,69240,10284,2319,4809,8619,2811,1375,2593,2438,32512,35248
3,22,69240,11320,4931,2390,10397,1347,1662,2611,1872,35248,36530
3,23,69240,7441,4899,2924,10511,2271,1420,3803,1315,36530,34584
3,24,69240,7740,1189,3005,8892,3503,798,2365,2197,34584,29689
4,1,55485,8639,3024,4273,6998,1604,522,3575,936,29769,29571
4,2,55485,9003,1896,2440,11587,3850,2621,2402,705,29571,34504
4,3,55485,8022,4757,1994,8739,1546,2403,3234,2675,34504,33370
4,4,55485,9933,3438,3599,11187,2812,2567,2247,2744,33370,38527
4,5,55485,7527,1651,4888,8686,2061,1512,3940,1635,38527,31900
4,6,55485,8947,3135,4969,10134,1979,1624,2301,817,31900,33906
4,7,55485,8715,1960,3225,7751,2309,2712,830,1066,33906,28568
4,8,55485,6218,2568,6684,6251,3893,1376,763,2199,28568,29952
4,9,55485,7357,3222,4816,8406,1255,1347,3911,2220,29952,32534
4,10,55485,7277,4153,5784,10697,1080,2858,2058,2453,32534,36360
4,11,55485,5574,2440,3446,11172,2597,2216,2704,2736,36360,32885
4,12,55485,9098,4677,2806,8999,1898,1617,2285,2489,32885,33869
4,13,55485,5677,2376,6479,10563,2656,1176,3942,2414,33869,35283
4,14,55485,9630,3548,5375,5220,2613,2924,2811,611,35283,32732
4,15,55485,5921,2755,2111,8782,1744,705,1565,2052,32732,25635
4,16,55485,7001,2862,3677,7764,2552,1639,3580,2226,25635,31301
4,17,55485,6668,1335,4852,5158,3209,713,1933,1418,31301,25286
4,18,55485,8434,4199,6339,5329,1127,1512,1316,583,25286,28839
4,19,55485,8306,1977,2034,8879,3742,968,2810,1392,28839,30108
4,20,55485,7612,2049,4021,6374,3481,2987,3563,969,30108,31056
4,21,55485,9000,1670,3548,5885,3370,605,1777,2858,31056,28713
4,22,55485,8555,4924,4074,8249,3928,1312,811,2925,28713,34778
4,23,55485,8613,3569,2989,5834,3855,1735,3982,2959,34778,33536
4,24,55485,9124,4261,5636,11411,1168,1922,2682,2254,33536,38458
5,1,78571,11037,2397,1103,11959,2720,2507,932,2275,19129,34930
5,2,78571,13896,3603,4766,10794,1626,2283,1221,2637,34930,40826
5,3,78571,13925,2106,6045,11620,3204,2480,2404,2284,40826,44068
5,4,78571,13047,3426,3198,7640,2005,854,1642,2346,44068,34158
5,5,78571,9389,2903,5668,9999,3736,2052,1877,617,34158,36241
5,6,78571,10964,2331,2489,8994,1868,1953,3767,1558,36241,33924
5,7,78571,9996,4605,5883,10744,2131,2776,541,2616,33924,39292
5,8,78571,13816,1350,2977,10898,2664,2501,2774,1484,39292,38464
5,9,78571,12198,3645,6831,9020,2835,570,881,1705,38464,37685
5,10,78571,9249,3833,2993,7508,3719,2882,2011,2438,37685,34633
5,11,78571,11336,2408,4485,11110,3254,1854,1941,2358,34633,38746
5,12,78571,9559,2029,2888,5988,3954,1288,1792,989,38746,28487
5,13,78571,12526,4894,6653,6516,1784,1386,3525,2483,28487,39767
5,14,78571,9595,3414,5297,9888,2159,911,3910,1295,39767,36469
5,15,78571,9719,2478,2469,7476,1057,2687,1018,1623,36469,28527
5,16,78571,8143,1223,5533,7393,3856,1017,3112,2510,28527,32787
5,17,78571,8501,1050,5702,7329,2922,2460,2304,1895,32787,32163
5,18,78571,9015,1210,3068,8913,1467,767,2141,2514,32163,29095
5,19,78571,8322,3578,6623,5439,1621,1111,3822,2805,29095,33321
5,20,78571,13823,1348,3033,5970,3285,2204,2983,2941,33321,35587
5,21,78571,12827,1924,5280,8116,2845,2313,1717,2910,35587,37932
5,22,78571,14080,2250,5658,10087,1246,2997,3531,906,37932,40755
5,23,78571,13813,1851,6124,6728,2083,832,1143,1482,40755,34056
5,24,78571,8949,1307,2282,5021,2673,2345,3323,2932,34056,28832
6,1,91592,9398,2180,6791,7316,3879,2359,791,1456,22771,34170
6,2,91592,15929,4226,6120,9831,3708,1310,2241,970,34170,44335
6,3,91592,13149,3652,2220,7176,1582,792,744,1179,44335,30494
6,4,91592,14967,3437,5662,7364,2798,1009,2419,1745,30494,39401
6,5,91592,14286,4861,3230,9099,3211,2522,2293,829,39401,40331
6,6,91592,13541,4643,4539,11017,2320,2972,1525,605,40331,41162
6,7,91592,9828,4939,6523,11848,3356,2904,584,1603,41162,41585
6,8,91592,13381,4125,2435,8854,3125,2311,1639,1243,41585,37113
6,9,91592,16464,2785,6200,11670,3014,873,2425,1925,37113,45356
6,10,91592,12151,2315,6489,5856,1658,1850,2186,2529,45356,35034
6,11,91592,11271,4871,4280,11664,3253,650,2362,860,35034,39211
6,12,91592,11463,2324,1949,11328,2655,2607,3878,504,39211,36708
6,13,91592,13978,3222,4784,8385,1222,1268,2623,1981,36708,37463
6,14,91592,13721,3041,6123,8621,1211,1333,1593,2749,37463,38392
6,15,91592,10119,2179,4589,10720,2985,997,618,2993,38392,35200
6,16,91592,15016,3907,2297,7545,3256,556,2762,2171,35200,37510
6,17,91592,9842,4446,1929,8780,1481,1130,2541,1695,37510,31844
6,18,91592,12887,2119,4403,11838,2976,2434,1498,2370,31844,40525
6,19,91592,13198,2571,2561,9910,3081,1059,785,1631,40525,34796
6,20,91592,14820,4499,4399,7784,3079,1594,3860,510,34796,40545
6,21,91592,11231,2222,5808,9750,3703,2505,1108,2329,40545,38656
6,22,91592,13105,2413,3723,9521,3225,2045,2365,1818,38656,38215
6,23,91592,15531,3856,2956,9684,2568,1456,3676,2182,38215,41909
6,24,91592,9479,4050,4874,10777,2561,2081,3218,1123,41909,38163
7,1,94923,10450,4954,5834,7719,1411,2303,908,2654,18606,36233
7,2,94923,16406,1062,6918,6180,2679,1132,806,2423,36233,37606
7,3,94923,15427,2085,3773,10105,3837,2128,3161,828,37606,41344
7,4,94923,15960,4491,6524,9371,2556,1797,3067,2498,41344,46264
7,5,94923,16117,1147,6058,5560,1961,1677,1431,870,46264,34821
7,6,94923,12787,1403,6191,10766,1411,2317,1181,1726,34821,37782
7,7,94923,16352,1188,3657,11522,1229,1701,1968,2035,37782,39652
7,8,94923,12762,2000,5351,8375,3318,1237,1196,1217,39652,35456
7,9,94923,10091,4566,4133,10076,3798,1486,2538,2888,35456,39576
7,10,94923,10579,2888,6225,7080,2882,1545,3231,538,39576,34968
7,11,94923,16318,2905,3356,10550,3238,1147,802,2309,34968,40625
7,12,94923,16670,3406,3450,10234,2737,1524,2371,1737,40625,42129
7,13,94923,11005,2575,4958,5873,1971,2062,2842,1970,42129,33256
7,14,94923,13857,3864,3418,5179,3696,2121,1624,533,33256,34292
7,15,94923,13789,3809,1401,9967,3034,1672,3677,1442,34292,38791
7,16,94923,14102,2443,2794,10215,1778,1526,3276,1060,38791,37194
7,17,94923,14263,4700,6140,10294,1161,1765,3730,2305,37194,44358
7,18,94923,9745,2494,6999,6076,1369,1708,1838,2201,44358,32430
7,19,94923,10826,1541,5418,7997,3174,2555,1616,1173,32430,34300
7,20,94923,11443,4377,4947,11606,2208,1887,3794,971,34300,41233
7,21,94923,13048,1308,2153,11178,1924,2127,3964,2782,41233,38484
7,22,94923,12269,4238,4232,5114,2083,2697,1006,2362,38484,34001
7,23,94923,12291,4067,6507,7147,3394,2060,3868,2021,34001,41355
7,24,94923,10315,1957,4862,5205,3537,2799,1843,2998,41355,33516
8,1,59015,6199,4374,4803,10743,2237,2172,977,1072,28611,32577
8,2,59015,6115,1152,3493,9035,1475,898,1461,2701,32577,26330
8,3,59015,6541,2858,4039,10492,3852,2712,2216,2905,26330,35615
8,4,59015,9405,1632,4398,10365,1405,2504,3021,2171,35615,34901
8,5,59015,10334,2145,1268,10654,2517,1389,2316,2321,34901,32944
8,6,59015,10389,4503,3971,5813,3808,2004,2730,1969,32944,35187
8,7,59015,6187,2130,2554,6000,2862,875,3214,1368,35187,25190
8,8,59015,8931,3445,1174,5414,2366,1497,1015,2812,25190,26654
8,9,59015,6870,4398,5540,6697,3401,1384,3830,1454,26654,33574
8,10,59015,7452,1604,5882,5023,2135,1092,1032,2712,33574,26932
8,11,59015,7084,1714,1900,10415,1105,1039,560,1967,26932,25784
8,12,59015,9631,1974,5823,7652,1064,1213,1586,714,25784,29657
8,13,59015,6499,2724,5309,5931,1260,2450,2336,1982,29657,28491
8,14,59015,8324,1446,4702,9127,1907,677,3478,2635,28491,32296
8,15,59015,7325,3635,1255,5498,2961,2145,2246,942,32296,26007
8,16,59015,8216,4726,4633,5602,1330,1819,2991,1107,26007,30424
8,17,59015,6211,2126,6114,10186,3397,2746,3416,1831,30424,36027
8,18,59015,7699,3446,5346,7415,2858,2570,2979,2262,36027,34575
8,19,59015,6369,3874,1937,11986,3681,2758,3452,1380,34575,35437
8,20,59015,7931,4637,2871,8389,2388,2357,2133,2203,35437,32909
8,21,59015,9346,2280,4496,7560,3724,1544,2033,1125,32909,32108
8,22,59015,9144,2942,1549,5747,1349,881,2268,895,32108,24775
8,23,59015,9416,2526,2065,9557,1245,2902,2800,2800,24775,33311
8,24,59015,7457,1500,4365,7896,3725,2232,3453,710,33311,31338
9,1,67700,8462,1424,5734,9156,1871,1133,3189,2475,27837,33444
9,2,67700,7984,1443,3868,11925,3278,2005,970,1641,33444,33114
9,3,67700,9879,4306,4515,11923,3297,2780,607,2994,33114,40301
9,4,67700,11801,4397,6680,7190,1118,1238,1619,1765,40301,35808
9,5,67700,11761,2437,1050,6486,1586,2819,3192,2141,35808,31472
9,6,67700,7146,4035,6186,5251,1375,2672,1381,2040,31472,30086
9,7,67700,9043,2396,2289,8031,2276,1828,3681,2824,30086,32368
9,8,67700,9999,4618,1430,6274,1644,703,3260,834,32368,28762
9,9,67700,8243,3711,4473,8978,3486,2310,2196,1618,28762,35015
9,10,67700,7937,3098,1932,7827,2760,954,1660,2929,35015,29097
9,11,67700,9405,3732,3526,5372,1903,2118,2954,724,29097,29734
9,12,67700,6811,2234,2730,11286,1562,1546,1685,1843,29734,29697
9,13,67700,7419,3037,4527,6439,1529,2057,2681,1442,29697,29131
9,14,67700,9479,4413,6472,11604,2450,795,2126,673,29131,38012
9,15,67700,9132,2883,1637,7564,3358,2258,2848,2156,38012,31836
9,16,67700,10612,2710,3371,5943,2659,585,1830,1203,31836,28913
9,17,67700,11109,3531,4769,11815,3824,1982,860,2288,28913,40178
9,18,67700,11343,1996,4569,9824,2640,2646,822,2121,40178,35961
9,19,67700,11484,4054,3781,6815,2364,1188,812,2590,35961,33088
9,20,67700,10199,3173,5177,6588,2431,1938,3479,1104,33088,34089
9,21,67700,8049,1599,3096,6616,1710,2967,1126,808,34089,25971
9,22,67700,7729,4165,6144,9047,2900,2809,3612,2873,25971,39279
9,23,67700,9201,4785,5624,10267,3602,1823,3069,1794,39279,40165
9,24,67700,7587,1279,4841,8622,3586,1740,3761,1625,40165,33041
10,1,37362,5252,2271,4782,8702,1154,733,2010,1675,23766,26579
10,2,37362,3965,4539,1739,10038,3433,2576,2074,2395,26579,30759
10,3,37362,5470,4908,1336,8684,3341,1271,1816,2978,30759,29804
10,4,37362,5157,1617,1506,8690,1423,1906,3425,845,29804,24569
10,5,37362,5244,1706,1320,7029,3898,2293,2299,2646,24569,26435
10,6,37362,5298,1650,3981,8054,2158,2086,2174,1885,26435,27286
10,7,37362,5765,1214,6168,10302,2370,769,1850,887,27286,29325
10,8,37362,5403,2583,3327,7064,3964,2968,1115,1865,29325,28289
10,9,37362,3979,3718,2158,7865,2270,2105,1028,2937,28289,26060
10,10,37362,5854,1347,3536,9578,2542,1845,3830,1023,26060,29555
10,11,37362,5739,4395,6614,9312,1382,2234,2582,1982,29555,34240
10,12,37362,3790,2265,2476,6754,2399,2491,1286,1427,34240,22888
10,13,37362,6725,1634,1632,7423,1414,2579,3657,2710,22888,27774
10,14,37362,6232,4619,5313,5309,3711,1879,3638,1036,27774,31737
10,15,37362,5521,1631,2329,6481,3837,1178,3453,2292,31737,26722
10,16,37362,3866,2492,6540,10894,1972,2319,3000,1667,26722,32750
10,17,37362,5985,4210,4677,6916,3187,1479,1767,2421,32750,30642
10,18,37362,6438,1794,4013,10556,3336,2304,2391,1654,30642,32486
10,19,37362,6061,3059,5320,8429,1663,1317,3781,2976,32486,32606
10,20,37362,4149,2024,1427,10252,2968,2020,2771,920,32606,26531
10,21,37362,5862,3113,2021,7335,1343,1156,1617,2340,26531,24787
10,22,37362,6442,1603,4583,5751,1909,2347,1931,609,24787,25175
10,23,37362,4976,2623,5112,8063,1965,2081,834,2035,25175,27689
10,24,37362,4407,2305,1811,11874,3927,1873,3741,1098,27689,31036
11,1,48035,5905,4398,4870,10702,1568,2421,2337,521,18627,32722
11,2,48035,8284,1077,3096,6766,1612,2747,3478,2993,32722,30053
11,3,48035,6831,1455,3360,6946,2233,999,695,1476,30053,23995
11,4,48035,6416,4251,6102,8744,1257,954,3927,2547,23995,34198
11,5,48035,7096,1067,6176,9221,3355,1490,3443,1088,34198,32936
11,6,48035,5922,1006,6036,7890,1985,2837,2206,1267,32936,29149
11,7,48035,7356,1350,5288,7954,1277,2654,2728,2578,29149,31185
11,8,48035,7825,3079,5539,5166,2599,2425,678,2084,31185,29395
11,9,48035,8573,2038,1133,7925,1276,1912,1487,924,29395,25268
11,10,48035,7768,4011,3723,6092,1181,1943,2736,1886,25268,29340
11,11,48035,7929,1717,6608,8806,3848,2460,3087,1246,29340,35701
11,12,48035,7921,1258,6865,11358,2874,651,1701,1325,35701,33953
11,13,48035,4971,1817,1343,7585,2270,2611,2131,2724,33953,25452
11,14,48035,6622,1149,6299,6565,2171,1962,3698,695,25452,29161
11,15,48035,8130,2359,3238,6019,2507,2289,2138,2301,29161,28981
11,16,48035,8241,2583,3777,6530,3032,2537,2004,2626,28981,31330
11,17,48035,5828,1338,6956,8477,1323,2263,2967,1239,31330,30391
11,18,48035,6899,2315,1840,5655,2343,1710,1755,2326,30391,24843
11,19,48035,7119,2745,2365,10650,2818,1939,2331,673,24843,30640
11,20,48035,7596,4733,3888,10036,2781,1624,3119,734,30640,34511
11,21,48035,5091,3611,4327,7976,3101,1155,627,1084,34511,26972
11,22,48035,8064,3777,4589,5285,1517,775,1466,2000,26972,27473
11,23,48035,6195,4889,5646,5265,3478,1128,3281,2342,27473,32224
11,24,48035,8449,2523,4636,11251,1314,2850,1063,2668,32224,34754
12,1,78096,9773,2141,3044,5929,1106,1262,2544,2620,24521,28419
12,2,78096,10227,3300,1964,7144,2066,2327,1378,1669,28419,30075
12,3,78096,12145,3011,2639,6004,1555,803,2351,1207,30075,29715
12,4,78096,13424,2823,1719,11639,3793,1809,3235,1923,29715,40365
12,5,78096,12242,3252,5441,7378,2228,1145,3415,1213,40365,36314
12,6,78096,12768,3083,2836,5994,1823,1068,1469,2523,36314,31564
12,7,78096,7973,3269,5688,8022,2914,2759,1031,853,31564,32509
12,8,78096,8220,2630,6873,10888,2960,2653,2182,2177,32509,38583
12,9,78096,12953,1302,2026,7597,3631,803,2343,2408,38583,33063
12,10,78096,12058,2411,2051,11791,3258,2907,1245,1028,33063,36749
12,11,78096,10512,4730,1453,11810,1508,2622,1126,1745,36749,35506
12,12,78096,8838,2321,6810,6847,2417,2625,1663,823,35506,32344
12,13,78096,9375,3601,5512,7248,1512,1740,3016,2685,32344,34689
12,14,78096,8393,3625,2381,9848,3378,1131,1201,2978,34689,32935
12,15,78096,9918,4784,5617,5337,1116,832,686,2862,32935,31152
12,16,78096,9463,1863,5686,8412,3531,624,2539,2734,31152,34852
12,17,78096,9619,4918,3474,8956,2003,2163,1718,2357,34852,35208
12,18,78096,8265,1245,2294,8601,2702,2483,2402,1335,35208,29327
12,19,78096,9935,1588,3560,10884,2307,1914,2133,1035,29327,33356
12,20,78096,12561,3109,5601,5869,2307,1490,2410,1001,33356,34348
12,21,78096,9480,2015,2154,5793,1207,1688,2073,2212,34348,26622
12,22,78096,9360,4544,2308,11664,2341,2866,3453,1780,26622,38316
12,23,78096,8995,1652,5081,9216,2912,2542,1763,2537,38316,34698
12,24,78096,7954,4871,4221,9140,2872,1486,1381,2889,34698,34814
13,1,76254,7933,3027,5894,11904,3679,2427,1670,2698,18797,39232
13,2,76254,7675,1440,4530,6097,2083,1998,3628,2151,39232,29602
13,3,76254,9857,2640,1419,9671,3301,1297,1984,2766,29602,32935
13,4,76254,9385,2582,5130,8689,3252,1645,3880,986,32935,35549
13,5,76254,8410,1396,4226,8057,2388,2784,1997,1090,35549,30348
13,6,76254,8839,3085,4288,9096,1164,685,659,1061,30348,28877
13,7,76254,11978,4293,4880,9254,2871,1110,2983,2611,28877,39980
13,8,76254,8478,4814,6022,7609,1665,2109,3025,1725,39980,35447
13,9,76254,11247,3077,5175,9360,3006,2805,1727,2445,35447,38842
13,10,76254,12601,2508,3713,10519,1448,2206,2890,1760,38842,37645
13,11,76254,12485,3970,6636,10154,1109,2944,2443,1587,37645,41328
13,12,76254,13524,4206,5738,9731,1932,710,2890,2467,41328,41198
13,13,76254,8665,3576,6907,10076,2557,1105,3865,1492,41198,38243
13,14,76254,7817,4883,6738,5900,1781,577,2306,1784,38243,31786
13,15,76254,10180,2691,6656,6670,2680,2555,3674,2431,31786,37537
13,16,76254,12949,4013,6958,5510,3890,1065,2624,1349,37537,38358
13,17,76254,11046,3712,4918,9304,2543,1785,1209,2382,38358,36899
13,18,76254,13189,2402,5475,7902,3768,1582,2998,2483,36899,39799
13,19,76254,8798,2009,3285,9571,2222,1421,1719,1683,39799,30708
13,20,76254,11925,3827,6775,9005,2298,2465,1928,2795,30708,41018
13,21,76254,13321,4257,6911,7240,2178,999,2848,2724,41018,40478
13,22,76254,9941,2616,3827,11332,1599,1689,672,1678,40478,33354
13,23,76254,13453,1323,3837,8623,3686,1550,3561,2462,33354,38495
13,24,76254,8930,4391,5412,7221,3302,1612,1062,947,38495,32877
14,1,61363,6385,4707,5350,6848,3613,1453,715,910,21972,29981
14,2,61363,8165,3938,4869,5823,3790,1063,521,2754,29981,30923
14,3,61363,10936,1646,4333,10348,2948,2455,3164,1316,30923,37146
14,4,61363,9847,2176,3631,7338,3645,742,3648,866,37146,31893
14,5,61363,9338,1951,5383,11051,3961,652,1217,2211,31893,35764
14,6,61363,10467,1720,1297,11850,2626,2529,1263,1685,35764,33437
14,7,61363,10440,1037,3444,9652,3468,939,1872,1665,33437,32517
14,8,61363,8366,3626,5450,9295,3023,1049,3985,2565,32517,37359
14,9,61363,8433,1789,1922,7708,1665,2379,3155,1553,37359,28604
14,10,61363,9663,1057,3761,11477,2208,2825,3262,1291,28604,35544
14,11,61363,6997,4506,6232,8321,2751,2610,1843,855,35544,34115
14,12,61363,8104,1390,2513,6151,2955,1825,1516,527,34115,24981
14,13,61363,7416,1964,4659,11174,2093,1850,1736,2885,24981,33777
14,14,61363,9684,1046,3142,10354,2472,1467,754,984,33777,29903
14,15,61363,8420,1654,4321,10620,3058,1773,3327,980,29903,34153
14,16,61363,9271,4852,3416,8010,3517,1404,1397,1047,34153,32914
14,17,61363,8483,2863,5962,8060,2703,2749,2428,2701,32914,35949
14,18,61363,10073,4381,2789,11241,2013,2940,3725,835,35949,37997
14,19,61363,8716,3163,6765,7963,1319,2810,959,752,37997,32447
14,20,61363,10204,4698,5140,6656,3345,2698,1113,1173,32447,35027
14,21,61363,7747,3131,4619,5952,3786,1341,3436,2888,35027,32900
14,22,61363,8535,4681,5180,8649,1227,2357,1040,2602,32900,34271
14,23,61363,8175,3309,1472,9577,2893,1762,3462,589,34271,31239
14,24,61363,8080,4344,1024,11109,1892,2868,799,685,31239,30801
15,1,85534,13345,3216,1493,5565,2933,629,1675,2174,23644,31030
15,2,85534,9784,1554,6255,10974,3645,2221,2033,2066,31030,38532
15,3,85534,11622,4756,4092,8077,1328,2708,1044,1924,38532,35551
15,4,85534,9365,3200,4219,9332,1521,1412,3919,514,35551,33482
15,5,85534,13727,2222,4792,10517,3945,2730,2237,2678,33482,42848
15,6,85534,11148,1940,3027,8773,2417,1135,1629,1272,42848,31341
15,7,85534,14967,3969,1924,5263,3704,2217,3018,564,31341,35626
15,8,85534,10200,1275,1826,9865,1137,2328,2948,699,35626,30278
15,9,85534,10228,1181,4295,8595,1959,2710,1389,731,30278,31088
15,10,85534,9512,2184,2918,11682,3996,2859,1806,2865,31088,37822
15,11,85534,12644,3754,3626,6940,2236,1086,3204,2635,37822,36125
15,12,85534,10065,2230,3254,5499,3280,2923,3511,1217,36125,31979
15,13,85534,12836,2749,5553,9060,1192,1910,3135,2061,31979,38496
15,14,85534,13930,2305,6704,8410,2672,1111,1728,2041,38496,38901
15,15,85534,9811,3203,4879,6974,1923,1731,3398,1091,38901,33010
15,16,85534,14067,4746,1472,9607,2690,2206,2782,2670,33010,40240
15,17,85534,9470,1994,3088,6665,2352,823,2342,2019,40240,28753
15,18,85534,9186,3967,2560,5422,2099,2044,3259,2977,28753,31514
15,19,85534,12679,4578,1596,6541,3406,2789,1388,2463,31514,35440
15,20,85534,9982,4715,3727,7483,1062,1367,1278,980,35440,30594
15,21,85534,13664,4089,4923,6987,3849,2975,3382,1337,30594,41206
15,22,85534,11267,1980,5522,7634,2159,2059,2409,2685,41206,35715
15,23,85534,12992,2263,3142,7946,3100,2536,2408,903,35715,35290
15,24,85534,14046,3959,4846,11239,2311,1332,2018,1781,35290,41532
16,1,84254,12216,1906,2195,5132,2068,2766,2892,2872,18749,32047
16,2,84254,13278,2209,2248,6607,2351,1442,2055,2833,32047,33023
16,3,84254,14042,3045,5510,10362,3805,1882,1554,2501,33023,42701
16,4,84254,14939,3628,5018,8775,1689,1942,1193,1073,42701,38257
16,5,84254,13280,3000,2507,9441,3628,740,2646,638,38257,35880
16,6,84254,14080,1304,6474,5397,1026,2189,1063,1447,35880,32980
16,7,84254,8883,1618,1074,6791,3071,2367,2028,747,32980,26579
16,8,84254,12589,3731,6050,8958,3700,2498,564,527,26579,38617
16,9,84254,12012,2684,1097,5137,3168,1625,2694,1674,38617,30091
16,10,84254,8540,4330,6716,10521,2763,1234,938,894,30091,35936
16,11,84254,11959,1987,2572,10077,3156,1533,3839,1951,35936,37074
16,12,84254,10227,2625,1647,8056,2663,2380,2814,1496,37074,31908
16,13,84254,15099,1925,3457,10603,1330,629,882,2160,31908,36085
16,14,84254,10981,3263,4899,5459,3608,538,3378,1201,36085,33327
16,15,84254,8982,4462,4554,10283,2356,2817,890,2663,33327,37007
16,16,84254,14620,1941,2731,10671,3321,2447,1610,690,37007,38031
16,17,84254,14654,3803,3296,9448,3308,634,1234,1788,38031,38165
16,18,84254,8530,1848,5808,6181,3919,2131,815,1725,38165,30957
16,19,84254,9520,1984,5642,11837,2593,2714,1858,2072,30957,38220
16,20,84254,13518,1573,6646,10932,1321,2551,3553,1916,38220,42010
